"ID","ISDELETED","MASTERRECORDID","NAME","TYPE","RECORDTYPEID","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGSTATECODE","BILLINGCOUNTRYCODE","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGGEOCODEACCURACY","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGSTATECODE","SHIPPINGCOUNTRYCODE","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGADDRESS","PHONE","FAX","ACCOUNTNUMBER","WEBSITE","PHOTOURL","SIC","INDUSTRY","ANNUALREVENUE","NUMBEROFEMPLOYEES","OWNERSHIP","TICKERSYMBOL","DESCRIPTION","RATING","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAW","JIGSAWCOMPANYID","ACCOUNTSOURCE","SICDESC","JOB_TITLE__C","VD_ABN__C","VD_ACN__C","VD_ANNUAL_REVENUE__C","VD_DATE_OF_LAST_ENERGY_AUDIT__C","VD_DESCIPTION__C","VD_DO_YOU_USE_AN_ENERGY_BROKER__C","VD_ENERGY_BROKER__C","VD_EXISTING_BANK_FINANCIER__C","VD_FINANCE_SOLUTION_PROVIDER__C","VD_HEAD_OFFICE__C","VD_NO_OF_PROPERTIES__C","VD_TYPE__C","VD_WHEN_WAS_THE_NETWORK_TARIFF_DEMAND__C","I__DAYSSINCELASTMAIL__C","I__LASTINBOUNDMAIL__C","I__LASTINBOUNDSENT__C","I__LASTINBOUNDTIME__C","I__LASTMAILSENT__C","I__LASTMAILTIMEDELTA__C","I__LASTMAILTIME__C","I__LASTMAIL__C","I__LASTOUTBOUNDMAIL__C","I__LASTOUTBOUNDSENT__C","I__LASTOUTBOUNDTIME__C","NUMBER_OF_OPPORTUNITIES__C","UNIQUE_ACCOUNT_NUMBER__C","INCENTIVE_APPROVED__C","ACCOUNT_LEAD_RECORD_TYPE_HIDDEN__C","STATES_WHERE_THE_PARTNER_CAN_WORK__C","INSURANCE_PI__C","INSURANCE_PI_AMOUNT__C","INSURANCE_PI_EXPIRY_DATE__C","INSURANCE_PL__C","INSURANCE_PL_AMOUNT__C","INSURANCE_PL_EXPIRY_DATE__C","PARTNER_REVIEW_DATE__C","ISO_ACCREDITATION_9001_COMPLETED__C","ISO_ACCREDITATION_9001_EXPIRY_DATE__C","ISO_ACCREDITATION_18001_COMPLETED__C","ISO_ACCREDITATION_18001_EXPIRY_DATE__C","ISO_ACCREDITATION_14001_COMPLETED__C","ISO_ACCREDITATION_14001_EXPIRY_DATE__C","ISO_ACCREDITATION_50015_COMPLETED__C","ISO_ACCREDITATION_50015_EXPIRY_DATE__C","SALESPEOPLE_ARE_TRAINED__C","RFQ_EMAIL_ADDRESS__C","XERO_ACCOUNT_ID__C","ACCOUNT_ID__C","ACCOUNTS__C","INDUSTRY_SUB_SECTOR__C","PARTNERS_SOLUTION_TYPE__C","SOLUTIONS_OFFERED_BY_PARTNER__C","PARTNER_SERVICES_OFFERED__C","PARTNER_ROLE_APPROVED_FOR_BY_VERDIA__C","ANNUAL_REVENUE_FY__C","FORECAST_REVENUE_FY__C","FORECAST_REVENUE__C","VD_EMAIL_ADDRESS__C"
"0010K000021pBJHQA2","false","","Ben Gray Property Group","","01228000000tlZMAAY","","10-12 Mirage Road","Direk","South Australia","5112","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pBJHQA2","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-04-16T01:10:08.000Z","00528000004yeq1AAA","2019-04-16T01:10:11.000Z","00528000004yeq1AAA","2019-06-04T00:41:10.000Z","2019-06-04","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2055","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pBJH","1.0","","","","","","","","",""
"0010K000021pCgmQAE","false","","SCA Property","","01228000000tlZMAAY","","Level 5, 50 Pitt Street","sydney","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","http://www.scaproperty.com.au/","/services/images/photo/0010K000021pCgmQAE","","Property","","","","","","","","0050K000009H1XmQAK","2019-04-16T03:58:08.000Z","00528000003tCU2AAM","2019-08-19T02:28:45.000Z","00528000001zO6OAAU","2019-08-19T02:28:45.000Z","2019-04-16","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2056","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pCgm","1.0","Retail","","","","","","","",""
"0010K000021pCh6QAE","false","","151 Property Retail","","01228000000tlZMAAY","","Level 6, 151 Castlereagh Street","Sydney","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pCh6QAE","","Property","","","","","","","","0050K000009H1XwQAK","2019-04-16T03:59:30.000Z","00528000003tCU2AAM","2020-02-24T02:38:04.000Z","00528000003tCU2AAM","2020-02-24T02:38:04.000Z","2020-02-24","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","2.0","1904-2057","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pCh6","1.0","Multisector","","","","","","","",""
"0010K000021pCuWQAU","false","","Thomas Foods International Fresh Produce","","01228000000tlZMAAY","","","","South Australia","","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","08 8380 9855","","","","/services/images/photo/0010K000021pCuWQAU","","Agri, Food & Grocery","","","","","","","","00528000002gjQqAAI","2019-04-16T04:42:22.000Z","00528000002gjQqAAI","2020-09-30T05:52:43.000Z","00528000003tCU2AAM","2020-09-30T05:52:43.000Z","","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1904-2058","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pCuW","1.0","Food and Snack","","","","","","","",""
"0010K000021pCyuQAE","false","","LOGOS Australia Group Pty Limited","","01228000000tlZMAAY","","L29, Aurora Place, 88 Phillip Street,","Sydney","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","+61 2 8197 3900","","","","/services/images/photo/0010K000021pCyuQAE","","Property","","","","","","","","0050K000009H1XwQAK","2019-04-16T05:00:04.000Z","00528000003tCU2AAM","2020-02-24T02:39:46.000Z","00528000003tCU2AAM","2020-04-06T02:26:03.000Z","2020-04-06","","","","","Direct","","Executive","","602111866","","","","","","","","","","Client","","","","","","","","","","","","","7.0","1904-2059","","General Business","","","","","","","","","","","","","","","","","","","192f506c-8127-47ff-894e-dd29464d8203","0010K000021pCyu","1.0","","","","","","","","",""
"0010K000021pD1EQAU","false","","Challenger","","01228000000tlZMAAY","","Level 4, 5 Martin Place","Sydney","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","www.challenger.com.au","/services/images/photo/0010K000021pD1EQAU","","Property","","","","","","","","0050K000009H1XwQAK","2019-04-16T05:06:32.000Z","00528000003tCU2AAM","2019-09-24T07:05:20.000Z","00528000003tCU2AAM","2019-09-24T07:05:20.000Z","","","","","","Direct","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","","1904-2060","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pD1E","1.0","","","","","","","","",""
"0010K000021pD1dQAE","false","","BAE Systems Australia","","01228000000tlZMAAY","","","","South Australia","","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pD1dQAE","","Manufacturing","","","","","","","","0050K000008saiUQAQ","2019-04-16T05:08:06.000Z","00528000003tCU2AAM","2020-06-22T06:19:06.000Z","00528000003tCU2AAM","2020-06-22T06:19:06.000Z","2019-04-16","","","","","WIB","","Executive","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2061","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pD1d","1.0","","","","","","","","",""
"0010K000021pD1nQAE","false","","EBOS GROUP AUSTRALIA PTY LIMITED","","01228000000tlZMAAY","","Level 7
737 Bourke Street","Melbourne","Victoria","3008","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pD1nQAE","","Manufacturing","","","","","","","","0050K000008a22zQAA","2019-04-16T05:09:06.000Z","00528000003tCU2AAM","2019-04-16T05:09:08.000Z","00528000003tCU2AAM","2019-04-16T05:09:08.000Z","2019-04-16","","","","","Direct","","","38125401247","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2062","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pD1n","1.0","","","","","","","","",""
"0010K000021pD1sQAE","false","","Castle Hill RSL","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pD1sQAE","","Services","","","","","","","","00528000004HzEwAAK","2019-04-16T05:10:22.000Z","00528000003tCU2AAM","2019-09-15T22:04:36.000Z","00528000007U28rAAC","2019-09-15T22:04:36.000Z","2019-05-14","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2063","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pD1s","1.0","Clubs","","","","","","","",""
"0010K000021pD4TQAU","false","","Tassal","","01228000000tlZMAAY","","1 Franklin Wharf","Hobart","Tasmania","7000","Australia","TAS","AU","","","","","","","","","Australia","","AU","","","","","03 62449099","","","","/services/images/photo/0010K000021pD4TQAU","","Agri, Food & Grocery","","","","","","","","0050K000008a22zQAA","2019-04-16T05:21:47.000Z","0050K000008a22zQAA","2020-02-24T02:41:02.000Z","00528000003tCU2AAM","2020-02-24T02:41:02.000Z","2020-02-24","","","","","WIB","","Executive","","","","","","","","Westpac","","","","Client","","","","","","","","","","","","","2.0","1904-2064","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pD4T","1.0","Food and Snack","","","","","","","",""
"0010K000021pDBbQAM","false","","Mapletree Australia","","01228000000tlZMAAY","","Suite 22.03, Level 22, 580 George Street","Haymarket","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","02 90268411","","","www.mapletree.com.sg","/services/images/photo/0010K000021pDBbQAM","","Property","","","","","","","","0050K000009H1XwQAK","2019-04-16T05:50:43.000Z","00528000003tCU2AAM","2020-02-24T02:39:46.000Z","00528000003tCU2AAM","2020-02-24T02:39:46.000Z","2020-02-24","","","","","Direct","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","2.0","1904-2065","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pDBb","1.0","","","","","","","","",""
"0010K000021pHT9QAM","false","","Catholic Education Diocese of Parramatta","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pHT9QAM","","Social Infrastructure - Private","","","","","","","","00528000001zxKxAAI","2019-04-16T19:44:40.000Z","00528000001zxKxAAI","2020-10-14T01:21:03.000Z","00528000003tCU2AAM","2020-10-14T01:21:03.000Z","2019-04-17","2021-02-23T00:49:11.000Z","2021-02-23T00:49:11.000Z","","","Direct","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","16.0","1904-2066","","General Business","","","","","","","","","","","","","","","","","","","3a01af88-fe63-4ebf-bbd8-d14ffbfc3968","0010K000021pHT9","1.0","Education","","","","","","","",""
"0010K000021pKPfQAM","false","","Tolley House Service","","01228000000tlZMAAY","","586 Regency Road","Broadview","South Australia","5083","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021pKPfQAM","","Manufacturing","","","","","","","","00528000004yeq1AAA","2019-04-17T04:46:16.000Z","00528000004yeq1AAA","2019-04-17T04:46:19.000Z","00528000004yeq1AAA","2019-05-06T05:25:09.000Z","2019-05-06","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2067","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pKPf","1.0","","","","","","","","",""
"0010K000021pUjFQAU","false","","Oakhill College Castle Hill","","01228000000tlZMAAY","","423 – 513 Old Northern Rd, Castle Hill NSW 2154","Castle Hill NSW 2154","New South Wales","2154","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","https://www.oakhill.nsw.edu.au/","/services/images/photo/0010K000021pUjFQAU","","Social Infrastructure - Private","","","","","","","","00528000001zxKxAAI","2019-04-18T01:35:20.000Z","00528000001zxKxAAI","2019-04-18T01:35:24.000Z","00528000001zxKxAAI","2019-04-18T01:35:24.000Z","2019-04-18","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2068","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021pUjF","1.0","Education","","","","","","","",""
"0010K000021qLvFQAU","false","","Cadman Motor Inn","","01228000000tlZMAAY","","","Tamworth","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021qLvFQAU","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-04-23T02:23:24.000Z","005280000020MSTAA2","2019-04-23T02:23:27.000Z","005280000020MSTAA2","2019-04-23T02:23:27.000Z","2019-04-23","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2069","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021qLvF","1.0","","","","","","","","",""
"0010K000021qNbGQAU","false","","Cairns Regional Council","","01228000000tlZMAAY","","","","","","Australia","","AU","","","","","","","","","Australia","","AU","","","","","07 4044 3394","","","cairns.qld.gov.au","/services/images/photo/0010K000021qNbGQAU","","Public Sector - Government","","","","","","","","00528000001zO6OAAU","2019-04-23T06:24:14.000Z","00528000001zO6OAAU","2019-04-23T06:27:24.000Z","00528000001zO6OAAU","2019-04-23T06:27:24.000Z","2019-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","1904-2070","","","","","","","","","","","","","","","","","","","","","","0010K000021qNbG","1.0","","","","","","","","","d.stronggrove@cairns.qld.gov.au"
"0010K000021qVXwQAM","false","","Goldfields Employment and Learning Centre","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021qVXwQAM","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-04-24T07:40:09.000Z","005280000020MSTAA2","2019-08-21T00:37:23.000Z","00528000004B3GEAA0","2019-08-21T00:37:23.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1904-2071","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021qVXw","1.0","","","","","","","","",""
"0010K000021rM9iQAE","false","","KF Plastics","","01228000000tlZMAAY","","90 Vore St","Silverwater","New South Wales","2128","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rM9iQAE","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-04-30T06:28:30.000Z","00528000004yeq1AAA","2019-04-30T06:28:34.000Z","00528000004yeq1AAA","2019-04-30T23:28:24.000Z","2019-05-01","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1904-2072","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rM9i","1.0","","","","","","","","",""
"0010K000021rW2aQAE","false","","ARYZTA","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rW2aQAE","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-01T04:11:56.000Z","005280000020MSTAA2","2019-11-06T06:09:38.000Z","0050K000009sX9eQAE","2019-11-06T06:09:38.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2073","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rW2a","1.0","","","","","","","","",""
"0010K000021rWD7QAM","false","","Edenvale Manor","","01228000000tlZMAAY","","188A Sterling drive","Keilor East","Victoria","3033","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rWD7QAM","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-05-01T05:00:06.000Z","00528000004yeq1AAA","2019-05-13T04:51:36.000Z","00528000004yeq1AAA","2019-05-13T04:51:36.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2074","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rWD7","1.0","","","","","","","","",""
"0010K000021rWIbQAM","false","","Emerald Terrace","","01228000000tlZMAAY","","1 Chivers Road","templestowe","Victoria","3106","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rWIbQAM","","Manufacturing","","","","","","","","00528000004yeq1AAA","2019-05-01T05:29:50.000Z","00528000004yeq1AAA","2019-05-13T04:54:25.000Z","00528000004yeq1AAA","2019-05-13T04:54:25.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2075","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rWIb","1.0","","","","","","","","",""
"0010K000021rcAFQAY","false","","Transplastix","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rcAFQAY","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-02T03:50:14.000Z","005280000020MSTAA2","2019-05-02T03:50:17.000Z","005280000020MSTAA2","2019-05-08T05:38:03.000Z","2019-05-08","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2076","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rcAF","1.0","","","","","","","","",""
"0010K000021rfR6QAI","false","","RCPA","","01228000000tlZMAAY","","","","Queensland","","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rfR6QAI","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-02T12:45:30.000Z","005280000020MSTAA2","2019-05-02T12:45:37.000Z","005280000020MSTAA2","2019-05-02T12:45:37.000Z","2019-05-02","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2077","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rfR6","1.0","","","","","","","","",""
"0010K000021rfYiQAI","false","","Renex Group","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rfYiQAI","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-02T13:19:58.000Z","005280000020MSTAA2","2019-05-02T13:20:01.000Z","005280000020MSTAA2","2019-07-11T23:57:32.000Z","2019-07-12","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2078","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rfYi","1.0","","","","","","","","",""
"0010K000021rfd1QAA","false","","R&S McDowell","","01228000000tlZMAAY","","","Garvoc","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rfd1QAA","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-05-02T13:44:52.000Z","005280000020MSTAA2","2019-05-02T13:45:02.000Z","005280000020MSTAA2","2019-07-04T06:15:08.000Z","2019-07-04","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2079","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rfd1","1.0","","","","","","","","",""
"0010K000021rffAQAQ","false","","Eirenclare","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rffAQAQ","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-05-02T13:55:04.000Z","005280000020MSTAA2","2019-08-28T07:10:23.000Z","00528000004B3GEAA0","2019-08-28T07:10:23.000Z","","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2080","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rffA","1.0","","","","","","","","",""
"0010K000021rfgiQAA","false","","Danny Croft","","01228000000tlZMAAY","","","Mepunga West","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rfgiQAA","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-02T14:03:33.000Z","005280000020MSTAA2","2019-05-02T14:03:35.000Z","005280000020MSTAA2","2019-08-22T23:47:43.000Z","2019-08-23","","","","","Partner","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2081","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rfgi","1.0","","","","","","","","",""
"0010K000021rfm3QAA","false","","HW & JF Buckingham","","01228000000tlZMAAY","","","Jancourt East","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rfm3QAA","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-05-02T14:12:15.000Z","005280000020MSTAA2","2019-08-28T07:11:37.000Z","00528000004B3GEAA0","2019-08-28T07:11:37.000Z","","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2082","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rfm3","1.0","","","","","","","","",""
"0010K000021rhTOQAY","false","","Marist Schools Australia","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rhTOQAY","","Social Infrastructure - Private","","","","","","","","0050K000008YxHTQA0","2019-05-02T23:26:29.000Z","0050K000008YxHTQA0","2019-05-02T23:26:36.000Z","0050K000008YxHTQA0","2019-05-02T23:26:36.000Z","","","","","","Direct","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2083","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rhTO","1.0","Education","","","","","","","",""
"0010K000021rjHdQAI","false","","Brushgrove Hotel","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rjHdQAI","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-03T06:09:43.000Z","005280000020MSTAA2","2019-05-03T06:09:45.000Z","005280000020MSTAA2","2019-07-12T01:00:21.000Z","2019-07-12","","","","","Partner","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2084","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rjHd","1.0","","","","","","","","",""
"0010K000021rjlAQAQ","false","","Junction Hotel - Taralgon","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021rjlAQAQ","","Services","","","","","","","","005280000020MSTAA2","2019-05-03T07:11:29.000Z","005280000020MSTAA2","2019-05-03T07:11:31.000Z","005280000020MSTAA2","2019-05-15T03:33:14.000Z","2019-05-03","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2085","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021rjlA","1.0","","","","","","","","",""
"0010K000021roAjQAI","false","","Clearwater MG P/L Trading As The Marlo Hotel","","01228000000tlZMAAY","","","Marlo","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021roAjQAI","","Services","","","","","","","","005280000020MSTAA2","2019-05-04T02:43:47.000Z","005280000020MSTAA2","2019-05-04T02:43:54.000Z","005280000020MSTAA2","2021-02-03T00:57:28.000Z","2021-02-03","","","","","Partner","","Sales","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2086","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021roAj","1.0","","","","","","","","",""
"0010K000021s33oQAA","false","","R.J. Browne & S.R Browne","","01228000000tlZMAAY","","","Meeniyan","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","0408647505","","","","/services/images/photo/0010K000021s33oQAA","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-05-06T21:49:56.000Z","005280000020MSTAA2","2019-05-06T21:49:58.000Z","005280000020MSTAA2","2019-06-18T05:59:41.000Z","2019-06-18","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2087","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021s33o","1.0","Dairy","","","","","","","",""
"0010K000021s5KRQAY","false","","Moama Anglican","","01228000000tlZMAAY","","2 Kirchhofer Street","Moama","New South Wales","2731","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021s5KRQAY","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-05-07T04:55:48.000Z","00528000004yeq1AAA","2019-08-14T01:15:29.000Z","00528000004B3GEAA0","2019-08-14T01:15:29.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1905-2088","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021s5KR","1.0","","","","","","","","",""
"0010K000021s5LMQAY","false","","Geelong Leather","","01228000000tlZMAAY","","Schnaars Rd Culcairn","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021s5LMQAY","","Manufacturing","","","","","","","","0050K000009H1XmQAK","2019-05-07T04:58:25.000Z","00528000001zxKxAAI","2020-06-24T00:06:50.000Z","0050K000009H1XmQAK","2020-06-24T00:06:50.000Z","2020-06-24","","","","","Westpac","","","","","","","","","","","","","","Client","","","","","","","","","","","","","2.0","1905-2089","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021s5LM","1.0","","","","","","","","",""
"0010K000021sBdNQAU","false","","CHRIS HALL & ASSOCIATES PTY LTD","","01228000000tlZMAAY","","41 PARK ROAD","MILTON","Queensland","4064","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021sBdNQAU","","Manufacturing","","","","","","","","00528000004yeq1AAA","2019-05-08T06:23:19.000Z","00528000004yeq1AAA","2019-05-08T06:23:23.000Z","00528000004yeq1AAA","2019-05-20T01:20:48.000Z","2019-05-20","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2090","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021sBdN","1.0","","","","","","","","",""
"0010K000021sJ7CQAU","false","","Ross Cosmetics","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000021sJ7CQAU","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-05-09T08:41:49.000Z","005280000020MSTAA2","2019-05-09T08:41:53.000Z","005280000020MSTAA2","2019-05-09T08:41:53.000Z","2019-05-09","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1905-2091","","General Business","","","","","","","","","","","","","","","","","","","","0010K000021sJ7C","1.0","","","","","","","","",""
